#  FeatureSize(cm)    Fluence(mum2)   Dose(Gy)
1.00000E-07 6.26651E+20 1.60111E+16
1.10909E-06 4.13798E+16 1.05726E+12
2.11818E-06 3.10767E+15 7.94016E+10
3.12727E-06 6.53513E+14 1.66974E+10
4.13636E-06 2.13340E+14 5.45089E+09
5.14545E-06 8.90189E+13 2.27445E+09
6.15455E-06 4.34533E+13 1.11024E+09
7.16364E-06 2.36538E+13 6.04361E+08
8.17273E-06 1.39507E+13 3.56444E+08
9.18182E-06 8.74939E+12 2.23549E+08
1.01909E-05 5.76062E+12 1.47185E+08
1.12000E-05 3.94527E+12 1.00802E+08
1.22091E-05 2.79153E+12 7.13243E+07
1.32182E-05 2.03009E+12 5.18694E+07
1.42273E-05 1.51127E+12 3.86134E+07
1.52364E-05 1.14797E+12 2.93309E+07
1.62455E-05 8.87473E+11 2.26751E+07
1.72545E-05 6.96778E+11 1.78028E+07
1.82636E-05 5.54606E+11 1.41703E+07
1.92727E-05 4.46875E+11 1.14178E+07
2.02818E-05 3.64046E+11 9.30146E+06
2.12909E-05 2.99524E+11 7.65290E+06
2.23000E-05 2.48664E+11 6.35342E+06
2.33091E-05 2.08140E+11 5.31802E+06
2.43182E-05 1.75532E+11 4.48487E+06
2.53273E-05 1.49056E+11 3.80841E+06
2.63364E-05 1.27380E+11 3.25460E+06
2.73455E-05 1.09498E+11 2.79771E+06
2.83545E-05 9.46412E+10 2.41810E+06
2.93636E-05 8.22155E+10 2.10062E+06
3.03727E-05 7.17595E+10 1.83347E+06
3.13818E-05 6.29105E+10 1.60738E+06
3.23909E-05 5.53814E+10 1.41501E+06
3.34000E-05 4.89431E+10 1.25051E+06
3.44091E-05 4.34115E+10 1.10917E+06
3.54182E-05 3.86378E+10 9.87204E+05
3.64273E-05 3.45009E+10 8.81506E+05
3.74364E-05 3.09016E+10 7.89544E+05
3.84455E-05 2.77584E+10 7.09235E+05
3.94545E-05 2.50038E+10 6.38852E+05
4.04636E-05 2.25815E+10 5.76962E+05
4.14727E-05 2.04446E+10 5.22365E+05
4.24818E-05 1.85539E+10 4.74056E+05
4.34909E-05 1.68761E+10 4.31187E+05
4.45000E-05 1.53830E+10 3.93040E+05
4.55091E-05 1.40509E+10 3.59005E+05
4.65182E-05 1.28595E+10 3.28563E+05
4.75273E-05 1.17912E+10 3.01268E+05
4.85364E-05 1.08312E+10 2.76740E+05
4.95455E-05 9.96657E+09 2.54648E+05
5.05545E-05 9.18619E+09 2.34709E+05
5.15636E-05 8.48040E+09 2.16676E+05
5.25727E-05 7.84084E+09 2.00335E+05
5.35818E-05 7.26020E+09 1.85500E+05
5.45909E-05 6.73210E+09 1.72007E+05
5.56000E-05 6.25095E+09 1.59713E+05
5.66091E-05 5.81184E+09 1.48494E+05
5.76182E-05 5.41044E+09 1.38238E+05
5.86273E-05 5.04294E+09 1.28848E+05
5.96364E-05 4.70598E+09 1.20239E+05
6.06455E-05 4.39656E+09 1.12333E+05
6.16545E-05 4.11203E+09 1.05063E+05
6.26636E-05 3.85004E+09 9.83694E+04
6.36727E-05 3.60848E+09 9.21975E+04
6.46818E-05 3.38547E+09 8.64996E+04
6.56909E-05 3.17934E+09 8.12328E+04
6.67000E-05 2.98857E+09 7.63587E+04
6.77091E-05 2.81182E+09 7.18428E+04
6.87182E-05 2.64788E+09 6.76539E+04
6.97273E-05 2.49564E+09 6.37642E+04
7.07364E-05 2.35413E+09 6.01485E+04
7.17455E-05 2.22244E+09 5.67840E+04
7.27545E-05 2.09979E+09 5.36500E+04
7.37636E-05 1.98542E+09 5.07280E+04
7.47727E-05 1.87869E+09 4.80011E+04
7.57818E-05 1.77900E+09 4.54538E+04
7.67909E-05 1.68578E+09 4.30721E+04
7.78000E-05 1.59856E+09 4.08435E+04
7.88091E-05 1.51686E+09 3.87562E+04
7.98182E-05 1.44029E+09 3.67996E+04
8.08273E-05 1.36845E+09 3.49642E+04
8.18364E-05 1.30101E+09 3.32410E+04
8.28455E-05 1.23764E+09 3.16219E+04
8.38545E-05 1.17805E+09 3.00995E+04
8.48636E-05 1.12199E+09 2.86670E+04
8.58727E-05 1.06919E+09 2.73181E+04
8.68818E-05 1.01944E+09 2.60470E+04
8.78909E-05 9.72535E+08 2.48485E+04
8.89000E-05 9.28272E+08 2.37176E+04
8.99091E-05 8.86480E+08 2.26498E+04
9.09182E-05 8.46996E+08 2.16409E+04
9.19273E-05 8.09668E+08 2.06872E+04
9.29364E-05 7.74358E+08 1.97850E+04
9.39455E-05 7.40937E+08 1.89311E+04
9.49545E-05 7.09284E+08 1.81224E+04
9.59636E-05 6.79290E+08 1.73560E+04
9.69727E-05 6.50852E+08 1.66294E+04
9.79818E-05 6.23874E+08 1.59401E+04
9.89909E-05 5.98267E+08 1.52859E+04
1.00000E-04 5.73950E+08 1.46645E+04
