#  FeatureSize(cm)    Fluence(mum2)   Dose(Gy)
1.00000E-07 2.28379E+20 7.55083E+15
1.10909E-06 1.50827E+16 4.98677E+11
2.11818E-06 1.13289E+15 3.74565E+10
3.12727E-06 2.38271E+14 7.87790E+09
4.13636E-06 7.77950E+13 2.57212E+09
5.14545E-06 3.24656E+13 1.07340E+09
6.15455E-06 1.58499E+13 5.24042E+08
7.16364E-06 8.62916E+12 2.85304E+08
8.17273E-06 5.09010E+12 1.68293E+08
9.18182E-06 3.19279E+12 1.05562E+08
1.01909E-05 2.10245E+12 6.95126E+07
1.12000E-05 1.44011E+12 4.76139E+07
1.22091E-05 1.01912E+12 3.36948E+07
1.32182E-05 7.41244E+11 2.45076E+07
1.42273E-05 5.51889E+11 1.82470E+07
1.52364E-05 4.19279E+11 1.38625E+07
1.62455E-05 3.24183E+11 1.07184E+07
1.72545E-05 2.54562E+11 8.41652E+06
1.82636E-05 2.02651E+11 6.70019E+06
1.92727E-05 1.63310E+11 5.39948E+06
2.02818E-05 1.33060E+11 4.39933E+06
2.12909E-05 1.09493E+11 3.62014E+06
2.23000E-05 9.09144E+10 3.00588E+06
2.33091E-05 7.61095E+10 2.51639E+06
2.43182E-05 6.41954E+10 2.12247E+06
2.53273E-05 5.45208E+10 1.80261E+06
2.63364E-05 4.65994E+10 1.54070E+06
2.73455E-05 4.00636E+10 1.32461E+06
2.83545E-05 3.46327E+10 1.14505E+06
2.93636E-05 3.00902E+10 9.94865E+05
3.03727E-05 2.62673E+10 8.68470E+05
3.13818E-05 2.30316E+10 7.61490E+05
3.23909E-05 2.02783E+10 6.70456E+05
3.34000E-05 1.79235E+10 5.92601E+05
3.44091E-05 1.59002E+10 5.25704E+05
3.54182E-05 1.41539E+10 4.67966E+05
3.64273E-05 1.26404E+10 4.17925E+05
3.74364E-05 1.13234E+10 3.74382E+05
3.84455E-05 1.01732E+10 3.36353E+05
3.94545E-05 9.16499E+09 3.03020E+05
4.04636E-05 8.27837E+09 2.73706E+05
4.14727E-05 7.49615E+09 2.47843E+05
4.24818E-05 6.80394E+09 2.24957E+05
4.34909E-05 6.18960E+09 2.04645E+05
4.45000E-05 5.64286E+09 1.86569E+05
4.55091E-05 5.15502E+09 1.70439E+05
4.65182E-05 4.71862E+09 1.56010E+05
4.75273E-05 4.32730E+09 1.43072E+05
4.85364E-05 3.97559E+09 1.31444E+05
4.95455E-05 3.65879E+09 1.20970E+05
5.05545E-05 3.37283E+09 1.11515E+05
5.15636E-05 3.11417E+09 1.02963E+05
5.25727E-05 2.87976E+09 9.52128E+04
5.35818E-05 2.66692E+09 8.81757E+04
5.45909E-05 2.47332E+09 8.17746E+04
5.56000E-05 2.29690E+09 7.59419E+04
5.66091E-05 2.13588E+09 7.06182E+04
5.76182E-05 1.98868E+09 6.57512E+04
5.86273E-05 1.85389E+09 6.12947E+04
5.96364E-05 1.73029E+09 5.72081E+04
6.06455E-05 1.61677E+09 5.34550E+04
6.16545E-05 1.51238E+09 5.00035E+04
6.26636E-05 1.41625E+09 4.68250E+04
6.36727E-05 1.32760E+09 4.38940E+04
6.46818E-05 1.24575E+09 4.11878E+04
6.56909E-05 1.17008E+09 3.86861E+04
6.67000E-05 1.10005E+09 3.63707E+04
6.77091E-05 1.03516E+09 3.42251E+04
6.87182E-05 9.74955E+08 3.22347E+04
6.97273E-05 9.19048E+08 3.03862E+04
7.07364E-05 8.67072E+08 2.86678E+04
7.17455E-05 8.18702E+08 2.70685E+04
7.27545E-05 7.73641E+08 2.55787E+04
7.37636E-05 7.31623E+08 2.41895E+04
7.47727E-05 6.92405E+08 2.28928E+04
7.57818E-05 6.55766E+08 2.16814E+04
7.67909E-05 6.21506E+08 2.05487E+04
7.78000E-05 5.89443E+08 1.94886E+04
7.88091E-05 5.59410E+08 1.84956E+04
7.98182E-05 5.31256E+08 1.75648E+04
8.08273E-05 5.04840E+08 1.66914E+04
8.18364E-05 4.80038E+08 1.58714E+04
8.28455E-05 4.56731E+08 1.51008E+04
8.38545E-05 4.34813E+08 1.43761E+04
8.48636E-05 4.14187E+08 1.36942E+04
8.58727E-05 3.94762E+08 1.30519E+04
8.68818E-05 3.76456E+08 1.24467E+04
8.78909E-05 3.59193E+08 1.18759E+04
8.89000E-05 3.42901E+08 1.13373E+04
8.99091E-05 3.27517E+08 1.08286E+04
9.09182E-05 3.12981E+08 1.03480E+04
9.19273E-05 2.99237E+08 9.89361E+03
9.29364E-05 2.86235E+08 9.46371E+03
9.39455E-05 2.73926E+08 9.05676E+03
9.49545E-05 2.62268E+08 8.67130E+03
9.59636E-05 2.51219E+08 8.30600E+03
9.69727E-05 2.40742E+08 7.95959E+03
9.79818E-05 2.30802E+08 7.63094E+03
9.89909E-05 2.21366E+08 7.31896E+03
1.00000E-04 2.12404E+08 7.02264E+03
