#  FeatureSize(cm)    Fluence(mum2)   Dose(Gy)
1.00000E-07 3.56781E+21 9.57212E+16
1.10909E-06 2.35572E+17 6.32017E+12
2.11818E-06 1.76900E+16 4.74606E+11
3.12727E-06 3.71968E+15 9.97958E+10
4.13636E-06 1.21418E+15 3.25753E+10
5.14545E-06 5.06582E+14 1.35911E+10
6.15455E-06 2.47257E+14 6.63368E+09
7.16364E-06 1.34582E+14 3.61070E+09
8.17273E-06 7.93667E+13 2.12934E+09
9.18182E-06 4.97712E+13 1.33531E+09
1.01909E-05 3.27662E+13 8.79088E+08
1.12000E-05 2.24384E+13 6.02002E+08
1.22091E-05 1.58751E+13 4.25914E+08
1.32182E-05 1.15437E+13 3.09708E+08
1.42273E-05 8.59273E+12 2.30535E+08
1.52364E-05 6.52644E+12 1.75098E+08
1.62455E-05 5.04496E+12 1.35352E+08
1.72545E-05 3.96054E+12 1.06258E+08
1.82636E-05 3.15211E+12 8.45683E+07
1.92727E-05 2.53957E+12 6.81344E+07
2.02818E-05 2.06865E+12 5.55000E+07
2.12909E-05 1.70184E+12 4.56589E+07
2.23000E-05 1.41273E+12 3.79022E+07
2.33091E-05 1.18238E+12 3.17221E+07
2.43182E-05 9.97043E+11 2.67498E+07
2.53273E-05 8.46573E+11 2.27128E+07
2.63364E-05 7.23393E+11 1.94080E+07
2.73455E-05 6.21779E+11 1.66818E+07
2.83545E-05 5.37359E+11 1.44168E+07
2.93636E-05 4.66760E+11 1.25228E+07
3.03727E-05 4.07358E+11 1.09290E+07
3.13818E-05 3.57089E+11 9.58036E+06
3.23909E-05 3.14321E+11 8.43294E+06
3.34000E-05 2.77751E+11 7.45182E+06
3.44091E-05 2.46335E+11 6.60893E+06
3.54182E-05 2.19224E+11 5.88159E+06
3.64273E-05 1.95732E+11 5.25132E+06
3.74364E-05 1.75295E+11 4.70300E+06
3.84455E-05 1.57449E+11 4.22420E+06
3.94545E-05 1.41809E+11 3.80461E+06
4.04636E-05 1.28058E+11 3.43568E+06
4.14727E-05 1.15928E+11 3.11025E+06
4.24818E-05 1.05196E+11 2.82232E+06
4.34909E-05 9.56733E+10 2.56683E+06
4.45000E-05 8.72000E+10 2.33950E+06
4.55091E-05 7.96408E+10 2.13669E+06
4.65182E-05 7.28800E+10 1.95530E+06
4.75273E-05 6.68188E+10 1.79269E+06
4.85364E-05 6.13721E+10 1.64656E+06
4.95455E-05 5.64670E+10 1.51496E+06
5.05545E-05 5.20402E+10 1.39619E+06
5.15636E-05 4.80368E+10 1.28878E+06
5.25727E-05 4.44094E+10 1.19146E+06
5.35818E-05 4.11164E+10 1.10312E+06
5.45909E-05 3.81216E+10 1.02277E+06
5.56000E-05 3.53933E+10 9.49570E+05
5.66091E-05 3.29035E+10 8.82771E+05
5.76182E-05 3.06278E+10 8.21715E+05
5.86273E-05 2.85444E+10 7.65820E+05
5.96364E-05 2.66342E+10 7.14573E+05
6.06455E-05 2.48804E+10 6.67518E+05
6.16545E-05 2.32677E+10 6.24253E+05
6.26636E-05 2.17829E+10 5.84417E+05
6.36727E-05 2.04140E+10 5.47690E+05
6.46818E-05 1.91504E+10 5.13787E+05
6.56909E-05 1.79824E+10 4.82452E+05
6.67000E-05 1.69016E+10 4.53455E+05
6.77091E-05 1.59003E+10 4.26591E+05
6.87182E-05 1.49716E+10 4.01675E+05
6.97273E-05 1.41093E+10 3.78540E+05
7.07364E-05 1.33078E+10 3.57036E+05
7.17455E-05 1.25620E+10 3.37028E+05
7.27545E-05 1.18674E+10 3.18392E+05
7.37636E-05 1.12199E+10 3.01018E+05
7.47727E-05 1.06156E+10 2.84806E+05
7.57818E-05 1.00511E+10 2.69662E+05
7.67909E-05 9.52341E+09 2.55505E+05
7.78000E-05 9.02965E+09 2.42257E+05
7.88091E-05 8.56725E+09 2.29851E+05
7.98182E-05 8.13385E+09 2.18224E+05
8.08273E-05 7.72730E+09 2.07316E+05
8.18364E-05 7.34565E+09 1.97077E+05
8.28455E-05 6.98708E+09 1.87457E+05
8.38545E-05 6.64996E+09 1.78412E+05
8.48636E-05 6.33276E+09 1.69902E+05
8.58727E-05 6.03410E+09 1.61889E+05
8.68818E-05 5.75270E+09 1.54340E+05
8.78909E-05 5.48737E+09 1.47221E+05
8.89000E-05 5.23704E+09 1.40505E+05
8.99091E-05 5.00070E+09 1.34164E+05
9.09182E-05 4.77742E+09 1.28174E+05
9.19273E-05 4.56636E+09 1.22511E+05
9.29364E-05 4.36672E+09 1.17155E+05
9.39455E-05 4.17778E+09 1.12086E+05
9.49545E-05 3.99885E+09 1.07286E+05
9.59636E-05 3.82931E+09 1.02737E+05
9.69727E-05 3.66858E+09 9.84247E+04
9.79818E-05 3.51611E+09 9.43342E+04
9.89909E-05 3.37141E+09 9.04519E+04
1.00000E-04 3.23400E+09 8.67653E+04
