#  FeatureSize(cm)    Fluence(mum2)   Dose(Gy)
1.00000E-07 4.12886E+19 1.08442E+15
1.10909E-06 2.72761E+15 7.16391E+10
2.11818E-06 2.04936E+14 5.38253E+09
3.12727E-06 4.31150E+13 1.13239E+09
4.13636E-06 1.40811E+13 3.69832E+08
5.14545E-06 5.87810E+12 1.54385E+08
6.15455E-06 2.87057E+12 7.53939E+07
7.16364E-06 1.56328E+12 4.10588E+07
8.17273E-06 9.22410E+11 2.42266E+07
9.18182E-06 5.78758E+11 1.52008E+07
1.01909E-05 3.81224E+11 1.00126E+07
1.12000E-05 2.61204E+11 6.86037E+06
1.22091E-05 1.84901E+11 4.85631E+06
1.32182E-05 1.34525E+11 3.53323E+06
1.42273E-05 1.00190E+11 2.63143E+06
1.52364E-05 7.61386E+10 1.99974E+06
1.62455E-05 5.88874E+10 1.54664E+06
1.72545E-05 4.62546E+10 1.21485E+06
1.82636E-05 3.68332E+10 9.67403E+05
1.92727E-05 2.96917E+10 7.79835E+05
2.02818E-05 2.41991E+10 6.35575E+05
2.12909E-05 1.99191E+10 5.23163E+05
2.23000E-05 1.65442E+10 4.34523E+05
2.33091E-05 1.38542E+10 3.63873E+05
2.43182E-05 1.16890E+10 3.07005E+05
2.53273E-05 9.93041E+09 2.60817E+05
2.63364E-05 8.49017E+09 2.22990E+05
2.73455E-05 7.30159E+09 1.91772E+05
2.83545E-05 6.31373E+09 1.65827E+05
2.93636E-05 5.48726E+09 1.44120E+05
3.03727E-05 4.79158E+09 1.25848E+05
3.13818E-05 4.20261E+09 1.10379E+05
3.23909E-05 3.70133E+09 9.72133E+04
3.34000E-05 3.27252E+09 8.59509E+04
3.44091E-05 2.90398E+09 7.62714E+04
3.54182E-05 2.58582E+09 6.79152E+04
3.64273E-05 2.31002E+09 6.06713E+04
3.74364E-05 2.06998E+09 5.43668E+04
3.84455E-05 1.86028E+09 4.88591E+04
3.94545E-05 1.67644E+09 4.40307E+04
4.04636E-05 1.51472E+09 3.97834E+04
4.14727E-05 1.37202E+09 3.60353E+04
4.24818E-05 1.24571E+09 3.27178E+04
4.34909E-05 1.13358E+09 2.97728E+04
4.45000E-05 1.03377E+09 2.71513E+04
4.55091E-05 9.44685E+08 2.48116E+04
4.65182E-05 8.64980E+08 2.27182E+04
4.75273E-05 7.93492E+08 2.08406E+04
4.85364E-05 7.29226E+08 1.91527E+04
4.95455E-05 6.71325E+08 1.76320E+04
5.05545E-05 6.19047E+08 1.62589E+04
5.15636E-05 5.71751E+08 1.50167E+04
5.25727E-05 5.28879E+08 1.38907E+04
5.35818E-05 4.89942E+08 1.28681E+04
5.45909E-05 4.54517E+08 1.19376E+04
5.56000E-05 4.22229E+08 1.10896E+04
5.66091E-05 3.92753E+08 1.03154E+04
5.76182E-05 3.65799E+08 9.60750E+03
5.86273E-05 3.41113E+08 8.95913E+03
5.96364E-05 3.18470E+08 8.36442E+03
6.06455E-05 2.97670E+08 7.81815E+03
6.16545E-05 2.78538E+08 7.31564E+03
6.26636E-05 2.60914E+08 6.85277E+03
6.36727E-05 2.44660E+08 6.42585E+03
6.46818E-05 2.29648E+08 6.03158E+03
6.56909E-05 2.15768E+08 5.66702E+03
6.67000E-05 2.02918E+08 5.32952E+03
6.77091E-05 1.91008E+08 5.01671E+03
6.87182E-05 1.79957E+08 4.72646E+03
6.97273E-05 1.69691E+08 4.45684E+03
7.07364E-05 1.60145E+08 4.20612E+03
7.17455E-05 1.51259E+08 3.97274E+03
7.27545E-05 1.42980E+08 3.75528E+03
7.37636E-05 1.35257E+08 3.55246E+03
7.47727E-05 1.28048E+08 3.36310E+03
7.57818E-05 1.21311E+08 3.18616E+03
7.67909E-05 1.15010E+08 3.02067E+03
7.78000E-05 1.09112E+08 2.86576E+03
7.88091E-05 1.03585E+08 2.72061E+03
7.98182E-05 9.84037E+07 2.58452E+03
8.08273E-05 9.35409E+07 2.45680E+03
8.18364E-05 8.89738E+07 2.33685E+03
8.28455E-05 8.46812E+07 2.22410E+03
8.38545E-05 8.06436E+07 2.11806E+03
8.48636E-05 7.68429E+07 2.01824E+03
8.58727E-05 7.32628E+07 1.92421E+03
8.68818E-05 6.98880E+07 1.83557E+03
8.78909E-05 6.67047E+07 1.75196E+03
8.89000E-05 6.36999E+07 1.67304E+03
8.99091E-05 6.08619E+07 1.59850E+03
9.09182E-05 5.81796E+07 1.52805E+03
9.19273E-05 5.56429E+07 1.46143E+03
9.29364E-05 5.32424E+07 1.39838E+03
9.39455E-05 5.09696E+07 1.33869E+03
9.49545E-05 4.88163E+07 1.28213E+03
9.59636E-05 4.67750E+07 1.22852E+03
9.69727E-05 4.48390E+07 1.17767E+03
9.79818E-05 4.30016E+07 1.12941E+03
9.89909E-05 4.12571E+07 1.08360E+03
1.00000E-04 3.95998E+07 1.04007E+03
