#  FeatureSize(cm)    Fluence(mum2)   Dose(Gy)
1.00000E-07 1.72442E+20 5.70142E+15
1.10909E-06 1.13884E+16 3.76533E+11
2.11818E-06 8.55396E+14 2.82818E+10
3.12727E-06 1.79906E+14 5.94818E+09
4.13636E-06 5.87382E+13 1.94205E+09
5.14545E-06 2.45125E+13 8.10452E+08
6.15455E-06 1.19670E+13 3.95663E+08
7.16364E-06 6.51513E+12 2.15408E+08
8.17273E-06 3.84305E+12 1.27062E+08
9.18182E-06 2.41055E+12 7.96993E+07
1.01909E-05 1.58732E+12 5.24812E+07
1.12000E-05 1.08725E+12 3.59476E+07
1.22091E-05 7.69405E+11 2.54386E+07
1.32182E-05 5.59612E+11 1.85023E+07
1.42273E-05 4.16651E+11 1.37756E+07
1.52364E-05 3.16533E+11 1.04655E+07
1.62455E-05 2.44738E+11 8.09172E+06
1.72545E-05 1.92176E+11 6.35388E+06
1.82636E-05 1.52985E+11 5.05811E+06
1.92727E-05 1.23285E+11 4.07614E+06
2.02818E-05 1.00447E+11 3.32107E+06
2.12909E-05 8.26558E+10 2.73283E+06
2.23000E-05 6.86300E+10 2.26910E+06
2.33091E-05 5.74534E+10 1.89957E+06
2.43182E-05 4.84591E+10 1.60219E+06
2.53273E-05 4.11556E+10 1.36072E+06
2.63364E-05 3.51756E+10 1.16300E+06
2.73455E-05 3.02418E+10 9.99876E+05
2.83545E-05 2.61420E+10 8.64327E+05
2.93636E-05 2.27129E+10 7.50950E+05
3.03727E-05 1.98271E+10 6.55537E+05
3.13818E-05 1.73845E+10 5.74779E+05
3.23909E-05 1.53061E+10 5.06060E+05
3.34000E-05 1.35285E+10 4.47291E+05
3.44091E-05 1.20012E+10 3.96793E+05
3.54182E-05 1.06830E+10 3.53209E+05
3.64273E-05 9.54051E+09 3.15435E+05
3.74364E-05 8.54641E+09 2.82568E+05
3.84455E-05 7.67817E+09 2.53862E+05
3.94545E-05 6.91718E+09 2.28701E+05
4.04636E-05 6.24794E+09 2.06574E+05
4.14727E-05 5.65751E+09 1.87053E+05
4.24818E-05 5.13502E+09 1.69778E+05
4.34909E-05 4.67132E+09 1.54447E+05
4.45000E-05 4.25865E+09 1.40803E+05
4.55091E-05 3.89043E+09 1.28628E+05
4.65182E-05 3.56104E+09 1.17738E+05
4.75273E-05 3.26568E+09 1.07972E+05
4.85364E-05 3.00022E+09 9.91956E+04
4.95455E-05 2.76111E+09 9.12900E+04
5.05545E-05 2.54528E+09 8.41540E+04
5.15636E-05 2.35006E+09 7.76995E+04
5.25727E-05 2.17314E+09 7.18500E+04
5.35818E-05 2.01250E+09 6.65388E+04
5.45909E-05 1.86638E+09 6.17077E+04
5.56000E-05 1.73324E+09 5.73056E+04
5.66091E-05 1.61172E+09 5.32877E+04
5.76182E-05 1.50062E+09 4.96145E+04
5.86273E-05 1.39889E+09 4.62512E+04
5.96364E-05 1.30561E+09 4.31670E+04
6.06455E-05 1.21994E+09 4.03346E+04
6.16545E-05 1.14116E+09 3.77299E+04
6.26636E-05 1.06861E+09 3.53311E+04
6.36727E-05 1.00171E+09 3.31192E+04
6.46818E-05 9.39938E+08 3.10769E+04
6.56909E-05 8.82836E+08 2.91890E+04
6.67000E-05 8.29986E+08 2.74416E+04
6.77091E-05 7.81014E+08 2.58225E+04
6.87182E-05 7.35585E+08 2.43205E+04
6.97273E-05 6.93395E+08 2.29256E+04
7.07364E-05 6.54173E+08 2.16288E+04
7.17455E-05 6.17672E+08 2.04219E+04
7.27545E-05 5.83669E+08 1.92977E+04
7.37636E-05 5.51962E+08 1.82494E+04
7.47727E-05 5.22368E+08 1.72709E+04
7.57818E-05 4.94721E+08 1.63568E+04
7.67909E-05 4.68869E+08 1.55021E+04
7.78000E-05 4.44675E+08 1.47022E+04
7.88091E-05 4.22013E+08 1.39529E+04
7.98182E-05 4.00768E+08 1.32505E+04
8.08273E-05 3.80836E+08 1.25915E+04
8.18364E-05 3.62121E+08 1.19727E+04
8.28455E-05 3.44535E+08 1.13913E+04
8.38545E-05 3.27998E+08 1.08445E+04
8.48636E-05 3.12435E+08 1.03300E+04
8.58727E-05 2.97778E+08 9.84537E+03
8.68818E-05 2.83966E+08 9.38870E+03
8.78909E-05 2.70941E+08 8.95804E+03
8.89000E-05 2.58649E+08 8.55164E+03
8.99091E-05 2.47042E+08 8.16788E+03
9.09182E-05 2.36074E+08 7.80526E+03
9.19273E-05 2.25705E+08 7.46242E+03
9.29364E-05 2.15895E+08 7.13807E+03
9.39455E-05 2.06608E+08 6.83104E+03
9.49545E-05 1.97813E+08 6.54023E+03
9.59636E-05 1.89477E+08 6.26462E+03
9.69727E-05 1.81572E+08 6.00328E+03
9.79818E-05 1.74073E+08 5.75533E+03
9.89909E-05 1.66954E+08 5.51996E+03
1.00000E-04 1.60193E+08 5.29641E+03
